% f = 10.00 Hz  gain = 2.3607 (7.46 dB)  phase = -90.34 deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.3500000000         0.0000000000         2.5000000000         2.2313146010
        0.3550000000        -0.1390576475         2.2079014512         0.8350807923
        0.3600000000        -0.2645033635         2.1406650812         0.8350807923
        0.3650000000        -0.3640576475         2.0862609917         0.1037202258
        0.3700000000        -0.4279754323         2.0508187278        -0.2952037196
        0.3750000000        -0.4500000000         2.0385101387        -0.3616910438
        0.3800000000        -0.4279754323         2.0508187278         0.2366948742
        0.3850000000        -0.3640576475         2.0862609917        -0.0957417469
        0.3900000000        -0.2645033635         2.1406650812        -0.2287163953
        0.3950000000        -0.1390576475         2.2079014512        -1.8908995010
        0.4000000000        -0.0000000000         2.5000000000        -2.2898234464
        0.4050000000         0.1390576475         2.7906968452        -1.1595389345
        0.4100000000         0.2645033635         2.8558673735        -0.8271023134
        0.4150000000         0.3640576475         2.9086297912        -0.4281783680
        0.4200000000         0.4279754323         2.9430177178         0.3696695227
        0.4250000000         0.4500000000         2.9549630443         0.5026441712
        0.4300000000         0.4279754323         2.9430177178        -0.2287163953
        0.4350000000         0.3640576475         2.9086297912        -0.1622290711
        0.4400000000         0.2645033635         2.8558673735         0.3696695227
        0.4450000000         0.1390576475         2.7906968452         0.9015681165
        0.4500000000         0.0000000000         2.5000000000         2.2978019253
        0.4550000000        -0.1390576475         2.2079014512         1.2340047376
        0.4600000000        -0.2645033635         2.1406650812         0.7021061438
        0.4650000000        -0.3640576475         2.0862609917         0.3696695227
        0.4700000000        -0.4279754323         2.0508187278        -0.0957417469
        0.4750000000        -0.4500000000         2.0385101387        -0.2952037196
        0.4800000000        -0.4279754323         2.0508187278        -0.0957417469
        0.4850000000        -0.3640576475         2.0862609917         0.1037202258
        0.4900000000        -0.2645033635         2.1406650812        -0.3616910438
        0.4950000000        -0.1390576475         2.2079014512        -1.6249502041
        0.5000000000        -0.0000000000         2.5000000000        -2.2233361221
        0.5050000000         0.1390576475         2.7906968452        -0.8935896376
        0.5100000000         0.2645033635         2.8558673735        -1.0930516103
        0.5150000000         0.3640576475         2.9086297912        -0.2287163953
        0.5200000000         0.4279754323         2.9430177178         0.5026441712
        0.5250000000         0.4500000000         2.9549630443         0.3031821985
        0.5300000000         0.4279754323         2.9430177178        -0.2287163953
        0.5350000000         0.3640576475         2.9086297912        -0.0957417469
        0.5400000000         0.2645033635         2.8558673735         0.3696695227
        0.5450000000         0.1390576475         2.7906968452         1.1010300892
        0.5500000000         0.0000000000         2.5000000000         2.4307765737
        0.5550000000        -0.1390576475         2.2079014512         1.0345427650
        0.5600000000        -0.2645033635         2.1406650812         0.5026441712
        0.5650000000        -0.3640576475         2.0862609917         0.1702075500
        0.5700000000        -0.4279754323         2.0508187278        -0.0957417469
        0.5750000000        -0.4500000000         2.0385101387        -0.2287163953
        0.5800000000        -0.4279754323         2.0508187278         0.1702075500
        0.5850000000        -0.3640576475         2.0862609917         0.2366948742
        0.5900000000        -0.2645033635         2.1406650812        -0.3616910438
        0.5950000000        -0.1390576475         2.2079014512        -2.0238741495
        0.6000000000        -0.0000000000         2.5000000000        -1.8908995010
        0.6050000000         0.1390576475         2.7906968452        -1.0265642861
        0.6100000000         0.2645033635         2.8558673735        -1.0930516103
        0.6150000000         0.3640576475         2.9086297912        -0.2952037196
        0.6200000000         0.4279754323         2.9430177178         0.3696695227
        0.6250000000         0.4500000000         2.9549630443         0.3031821985
        0.6300000000         0.4279754323         2.9430177178        -0.5611530165
        0.6350000000         0.3640576475         2.9086297912        -0.0957417469
        0.6400000000         0.2645033635         2.8558673735        -0.0292544227
        0.6450000000         0.1390576475         2.7906968452         0.6356188196
        0.6500000000         0.0000000000         2.5000000000         2.4307765737
        0.6550000000        -0.1390576475         2.2079014512         1.0345427650
        0.6600000000        -0.2645033635         2.1406650812         0.5691314954
        0.6650000000        -0.3640576475         2.0862609917         0.5026441712
        0.6700000000        -0.4279754323         2.0508187278        -0.4946656922
        0.6750000000        -0.4500000000         2.0385101387        -0.0292544227
        0.6800000000        -0.4279754323         2.0508187278        -0.0957417469
        0.6850000000        -0.3640576475         2.0862609917         0.2366948742
        0.6900000000        -0.2645033635         2.1406650812         0.0372329016
        0.6950000000        -0.1390576475         2.2079014512        -1.5584628799
        0.7000000000        -0.0000000000         2.5000000000        -1.8908995010
        0.7050000000         0.1390576475         2.7906968452        -0.8935896376
        0.7100000000         0.2645033635         2.8558673735        -1.0930516103
        0.7150000000         0.3640576475         2.9086297912        -0.6276403407
        0.7200000000         0.4279754323         2.9430177178         0.3031821985
        0.7250000000         0.4500000000         2.9549630443         0.3031821985
        0.7300000000         0.4279754323         2.9430177178        -0.0957417469
        0.7350000000         0.3640576475         2.9086297912        -0.0957417469
        0.7400000000         0.2645033635         2.8558673735         0.1037202258
        0.7450000000         0.1390576475         2.7906968452         1.1010300892
        0.7500000000         0.0000000000         2.5000000000         2.2313146010
        0.7550000000        -0.1390576475         2.2079014512         0.7021061438
        0.7600000000        -0.2645033635         2.1406650812         0.4361568469
        0.7650000000        -0.3640576475         2.0862609917         0.3696695227
        0.7700000000        -0.4279754323         2.0508187278        -0.2952037196
        0.7750000000        -0.4500000000         2.0385101387        -0.0292544227
        0.7800000000        -0.4279754323         2.0508187278         0.1037202258
        0.7850000000        -0.3640576475         2.0862609917        -0.0957417469
        0.7900000000        -0.2645033635         2.1406650812        -0.1622290711
        0.7950000000        -0.1390576475         2.2079014512        -2.0903614737
        0.8000000000        -0.0000000000         2.5000000000        -1.9573868252
        0.8050000000         0.1390576475         2.7906968452        -0.6276403407
        0.8100000000         0.2645033635         2.8558673735        -0.9600769618
        0.8150000000         0.3640576475         2.9086297912        -0.3616910438
        0.8200000000         0.4279754323         2.9430177178         0.7021061438
        0.8250000000         0.4500000000         2.9549630443         0.5026441712
        0.8300000000         0.4279754323         2.9430177178        -0.2952037196
        0.8350000000         0.3640576475         2.9086297912         0.0372329016
        0.8400000000         0.2645033635         2.8558673735         0.0372329016
        0.8450000000         0.1390576475         2.7906968452         1.5664413588
        0.8500000000         0.0000000000         2.5000000000         1.9653653041
        0.8550000000        -0.1390576475         2.2079014512         0.9015681165
        0.8600000000        -0.2645033635         2.1406650812         1.0345427650
        0.8650000000        -0.3640576475         2.0862609917         0.1702075500
        0.8700000000        -0.4279754323         2.0508187278        -0.2952037196
        0.8750000000        -0.4500000000         2.0385101387        -0.3616910438
        0.8800000000        -0.4279754323         2.0508187278         0.0372329016
        0.8850000000        -0.3640576475         2.0862609917        -0.0292544227
        0.8900000000        -0.2645033635         2.1406650812        -0.1622290711
        0.8950000000        -0.1390576475         2.2079014512        -1.5584628799
        0.9000000000        -0.0000000000         2.5000000000        -2.0238741495
        0.9050000000         0.1390576475         2.7906968452        -1.0930516103
        0.9100000000         0.2645033635         2.8558673735        -0.8271023134
        0.9150000000         0.3640576475         2.9086297912        -0.6276403407
        0.9200000000         0.4279754323         2.9430177178         0.5691314954
        0.9250000000         0.4500000000         2.9549630443         0.5691314954
        0.9300000000         0.4279754323         2.9430177178        -0.0292544227
        0.9350000000         0.3640576475         2.9086297912        -0.2287163953
        0.9400000000         0.2645033635         2.8558673735         0.1037202258
        0.9450000000         0.1390576475         2.7906968452         1.6329286830
        0.9500000000         0.0000000000         2.5000000000         2.2313146010
        0.9550000000        -0.1390576475         2.2079014512         0.7685934681
        0.9600000000        -0.2645033635         2.1406650812         0.7021061438
        0.9650000000        -0.3640576475         2.0862609917         0.3031821985
        0.9700000000        -0.4279754323         2.0508187278        -0.4281783680
        0.9750000000        -0.4500000000         2.0385101387        -0.2287163953
        0.9800000000        -0.4279754323         2.0508187278         0.3696695227
        0.9850000000        -0.3640576475         2.0862609917        -0.2287163953
        0.9900000000        -0.2645033635         2.1406650812        -0.0292544227
        0.9950000000        -0.1390576475         2.2079014512        -2.1568487979
        1.0000000000        -0.0000000000         2.5000000000        -1.6914375283
        1.0050000000         0.1390576475         2.7906968452        -0.8935896376
        1.0100000000         0.2645033635         2.8558673735        -1.0265642861
        1.0150000000         0.3640576475         2.9086297912        -0.4946656922
        1.0200000000         0.4279754323         2.9430177178         0.3696695227
        1.0250000000         0.4500000000         2.9549630443         0.3696695227
        1.0300000000         0.4279754323         2.9430177178        -0.1622290711
        1.0350000000         0.3640576475         2.9086297912        -0.0957417469
        1.0400000000         0.2645033635         2.8558673735         0.0372329016
        1.0450000000         0.1390576475         2.7906968452         0.9680554407
        1.0500000000         0.0000000000         2.5000000000         2.3642892495
        1.0550000000        -0.1390576475         2.2079014512         0.8350807923
        1.0600000000        -0.2645033635         2.1406650812         0.7685934681
        1.0650000000        -0.3640576475         2.0862609917         0.4361568469
        1.0700000000        -0.4279754323         2.0508187278        -0.2952037196
        1.0750000000        -0.4500000000         2.0385101387        -0.1622290711
        1.0800000000        -0.4279754323         2.0508187278         0.3696695227
        1.0850000000        -0.3640576475         2.0862609917         0.0372329016
        1.0900000000        -0.2645033635         2.1406650812        -0.2952037196
        1.0950000000        -0.1390576475         2.2079014512        -2.4892854190
        1.1000000000        -0.0000000000         2.5000000000        -1.6914375283
        1.1050000000         0.1390576475         2.7906968452        -0.0292544227
        1.1100000000         0.2645033635         2.8558673735        -0.8935896376
        1.1150000000         0.3640576475         2.9086297912        -0.6941276649
        1.1200000000         0.4279754323         2.9430177178         0.1702075500
        1.1250000000         0.4500000000         2.9549630443         0.1037202258
        1.1300000000         0.4279754323         2.9430177178        -0.2952037196
        1.1350000000         0.3640576475         2.9086297912         0.1702075500
        1.1400000000         0.2645033635         2.8558673735         0.2366948742
        1.1450000000         0.1390576475         2.7906968452         0.9015681165
        1.1500000000         0.0000000000         2.5000000000         2.2313146010
        1.1550000000        -0.1390576475         2.2079014512         0.9680554407
        1.1600000000        -0.2645033635         2.1406650812         0.8350807923
        1.1650000000        -0.3640576475         2.0862609917        -0.0292544227
        1.1700000000        -0.4279754323         2.0508187278        -0.4946656922
        1.1750000000        -0.4500000000         2.0385101387        -0.2287163953
        1.1800000000        -0.4279754323         2.0508187278         0.3696695227
        1.1850000000        -0.3640576475         2.0862609917        -0.0957417469
        1.1900000000        -0.2645033635         2.1406650812        -0.1622290711
        1.1950000000        -0.1390576475         2.2079014512        -2.0238741495
        1.2000000000        -0.0000000000         2.5000000000        -1.8244121768
        1.2050000000         0.1390576475         2.7906968452        -1.0265642861
        1.2100000000         0.2645033635         2.8558673735        -0.7606149892
        1.2150000000         0.3640576475         2.9086297912        -0.3616910438
        1.2200000000         0.4279754323         2.9430177178         0.5691314954
        1.2250000000         0.4500000000         2.9549630443         0.2366948742
        1.2300000000         0.4279754323         2.9430177178        -0.2952037196
        1.2350000000         0.3640576475         2.9086297912         0.0372329016
        1.2400000000         0.2645033635         2.8558673735         0.1037202258
        1.2450000000         0.1390576475         2.7906968452         1.3669793861
        1.2500000000         0.0000000000         2.5000000000         2.0318526284
        1.2550000000        -0.1390576475         2.2079014512         0.8350807923
        1.2600000000        -0.2645033635         2.1406650812         0.5691314954
        1.2650000000        -0.3640576475         2.0862609917         0.1702075500
        1.2700000000        -0.4279754323         2.0508187278        -0.4281783680
        1.2750000000        -0.4500000000         2.0385101387        -0.2287163953
        1.2800000000        -0.4279754323         2.0508187278         0.3696695227
        1.2850000000        -0.3640576475         2.0862609917        -0.0957417469
        1.2900000000        -0.2645033635         2.1406650812        -0.0292544227
        1.2950000000        -0.1390576475         2.2079014512        -2.3563107706
        1.3000000000        -0.0000000000         2.5000000000        -1.8244121768
        1.3050000000         0.1390576475         2.7906968452        -0.7606149892
        1.3100000000         0.2645033635         2.8558673735        -0.8935896376
        1.3150000000         0.3640576475         2.9086297912        -0.2952037196
        1.3200000000         0.4279754323         2.9430177178         0.3696695227
        1.3250000000         0.4500000000         2.9549630443         0.3031821985
        1.3300000000         0.4279754323         2.9430177178        -0.4281783680
        1.3350000000         0.3640576475         2.9086297912        -0.0292544227
        1.3400000000         0.2645033635         2.8558673735         0.3031821985
        1.3450000000         0.1390576475         2.7906968452         1.6994160072
        1.3500000000         0.0000000000         2.5000000000         2.2978019253
        1.3550000000        -0.1390576475         2.2079014512         0.7685934681
        1.3600000000        -0.2645033635         2.1406650812         0.7021061438
        1.3650000000        -0.3640576475         2.0862609917         0.3696695227
        1.3700000000        -0.4279754323         2.0508187278        -0.2952037196
        1.3750000000        -0.4500000000         2.0385101387        -0.2287163953
        1.3800000000        -0.4279754323         2.0508187278         0.0372329016
        1.3850000000        -0.3640576475         2.0862609917         0.1037202258
        1.3900000000        -0.2645033635         2.1406650812        -0.0957417469
        1.3950000000        -0.1390576475         2.2079014512        -1.7579248526
        1.4000000000        -0.0000000000         2.5000000000        -2.3563107706
        1.4050000000         0.1390576475         2.7906968452        -0.9600769618
        1.4100000000         0.2645033635         2.8558673735        -1.1595389345
        1.4150000000         0.3640576475         2.9086297912        -0.4281783680
        1.4200000000         0.4279754323         2.9430177178         0.4361568469
        1.4250000000         0.4500000000         2.9549630443         0.1702075500
        1.4300000000         0.4279754323         2.9430177178        -0.2287163953
        1.4350000000         0.3640576475         2.9086297912        -0.2287163953
        1.4400000000         0.2645033635         2.8558673735         0.1702075500
        1.4450000000         0.1390576475         2.7906968452         1.1675174134
        1.4500000000         0.0000000000         2.5000000000         2.2313146010
        1.4550000000        -0.1390576475         2.2079014512         0.9015681165
        1.4600000000        -0.2645033635         2.1406650812         0.7685934681
        1.4650000000        -0.3640576475         2.0862609917         0.2366948742
        1.4700000000        -0.4279754323         2.0508187278        -0.0957417469
        1.4750000000        -0.4500000000         2.0385101387        -0.1622290711
        1.4800000000        -0.4279754323         2.0508187278        -0.0292544227
        1.4850000000        -0.3640576475         2.0862609917         0.1037202258
        1.4900000000        -0.2645033635         2.1406650812        -0.1622290711
        1.4950000000        -0.1390576475         2.2079014512        -2.3563107706
        1.5000000000        -0.0000000000         2.5000000000        -1.6914375283
        1.5050000000         0.1390576475         2.7906968452        -0.8935896376
        1.5100000000         0.2645033635         2.8558673735        -0.9600769618
        1.5150000000         0.3640576475         2.9086297912        -0.0292544227
        1.5200000000         0.4279754323         2.9430177178         0.5026441712
        1.5250000000         0.4500000000         2.9549630443         0.2366948742
        1.5300000000         0.4279754323         2.9430177178        -0.1622290711
        1.5350000000         0.3640576475         2.9086297912        -0.6276403407
        1.5400000000         0.2645033635         2.8558673735        -0.0292544227
        1.5450000000         0.1390576475         2.7906968452         1.6329286830
        1.5500000000         0.0000000000         2.5000000000         2.1648272768
        1.5550000000        -0.1390576475         2.2079014512         0.9680554407
        1.5600000000        -0.2645033635         2.1406650812         0.5026441712
        1.5650000000        -0.3640576475         2.0862609917         0.2366948742
        1.5700000000        -0.4279754323         2.0508187278        -0.3616910438
        1.5750000000        -0.4500000000         2.0385101387        -0.1622290711
        1.5800000000        -0.4279754323         2.0508187278         0.1702075500
        1.5850000000        -0.3640576475         2.0862609917         0.0372329016
        1.5900000000        -0.2645033635         2.1406650812        -0.0957417469
        1.5950000000        -0.1390576475         2.2079014512        -2.4892854190
        1.6000000000        -0.0000000000         2.5000000000        -1.4254882314
        1.6050000000         0.1390576475         2.7906968452        -0.8935896376
        1.6100000000         0.2645033635         2.8558673735        -1.2925135830
        1.6150000000         0.3640576475         2.9086297912        -0.3616910438
        1.6200000000         0.4279754323         2.9430177178         0.1702075500
        1.6250000000         0.4500000000         2.9549630443         0.0372329016
        1.6300000000         0.4279754323         2.9430177178        -0.0957417469
        1.6350000000         0.3640576475         2.9086297912         0.2366948742
        1.6400000000         0.2645033635         2.8558673735         0.3031821985
        1.6450000000         0.1390576475         2.7906968452         1.5664413588
        1.6500000000         0.0000000000         2.5000000000         2.5637512222
        1.6550000000        -0.1390576475         2.2079014512         1.1010300892
        1.6600000000        -0.2645033635         2.1406650812         0.7021061438
        1.6650000000        -0.3640576475         2.0862609917         0.5026441712
        1.6700000000        -0.4279754323         2.0508187278        -0.5611530165
        1.6750000000        -0.4500000000         2.0385101387         0.0372329016
        1.6800000000        -0.4279754323         2.0508187278         0.2366948742
        1.6850000000        -0.3640576475         2.0862609917        -0.2287163953
        1.6900000000        -0.2645033635         2.1406650812        -0.1622290711
        1.6950000000        -0.1390576475         2.2079014512        -1.8908995010
        1.7000000000        -0.0000000000         2.5000000000        -1.8908995010
        1.7050000000         0.1390576475         2.7906968452        -1.0265642861
        1.7100000000         0.2645033635         2.8558673735        -0.8935896376
        1.7150000000         0.3640576475         2.9086297912        -0.2952037196
        1.7200000000         0.4279754323         2.9430177178         0.6356188196
        1.7250000000         0.4500000000         2.9549630443         0.1702075500
        1.7300000000         0.4279754323         2.9430177178         0.0372329016
        1.7350000000         0.3640576475         2.9086297912         0.0372329016
        1.7400000000         0.2645033635         2.8558673735         0.1702075500
        1.7450000000         0.1390576475         2.7906968452         1.6329286830
        1.7500000000         0.0000000000         2.5000000000         2.0318526284
        1.7550000000        -0.1390576475         2.2079014512         1.0345427650
        1.7600000000        -0.2645033635         2.1406650812         0.6356188196
        1.7650000000        -0.3640576475         2.0862609917         0.2366948742
        1.7700000000        -0.4279754323         2.0508187278        -0.2287163953
        1.7750000000        -0.4500000000         2.0385101387        -0.1622290711
        1.7800000000        -0.4279754323         2.0508187278         0.0372329016
        1.7850000000        -0.3640576475         2.0862609917        -0.0957417469
        1.7900000000        -0.2645033635         2.1406650812        -0.1622290711
        1.7950000000        -0.1390576475         2.2079014512        -2.2898234464
        1.8000000000        -0.0000000000         2.5000000000        -1.6249502041
        1.8050000000         0.1390576475         2.7906968452        -0.9600769618
        1.8100000000         0.2645033635         2.8558673735        -0.7606149892
        1.8150000000         0.3640576475         2.9086297912        -0.3616910438
        1.8200000000         0.4279754323         2.9430177178         0.5691314954
        1.8250000000         0.4500000000         2.9549630443         0.1037202258
        1.8300000000         0.4279754323         2.9430177178        -0.2287163953
        1.8350000000         0.3640576475         2.9086297912         0.1702075500
        1.8400000000         0.2645033635         2.8558673735         0.2366948742
        1.8450000000         0.1390576475         2.7906968452         1.8988779799
        1.8500000000         0.0000000000         2.5000000000         1.9653653041
        1.8550000000        -0.1390576475         2.2079014512         1.0345427650
        1.8600000000        -0.2645033635         2.1406650812         0.8350807923
        1.8650000000        -0.3640576475         2.0862609917         0.3031821985
        1.8700000000        -0.4279754323         2.0508187278        -0.4946656922
        1.8750000000        -0.4500000000         2.0385101387        -0.2287163953
        1.8800000000        -0.4279754323         2.0508187278         0.1702075500
        1.8850000000        -0.3640576475         2.0862609917        -0.0957417469
        1.8900000000        -0.2645033635         2.1406650812        -0.2952037196
        1.8950000000        -0.1390576475         2.2079014512        -2.0238741495
        1.9000000000        -0.0000000000         2.5000000000        -2.1568487979
        1.9050000000         0.1390576475         2.7906968452        -0.8271023134
        1.9100000000         0.2645033635         2.8558673735        -1.0265642861
        1.9150000000         0.3640576475         2.9086297912        -0.2287163953
        1.9200000000         0.4279754323         2.9430177178         0.3696695227
        1.9250000000         0.4500000000         2.9549630443         0.4361568469
        1.9300000000         0.4279754323         2.9430177178        -0.2952037196
        1.9350000000         0.3640576475         2.9086297912         0.5691314954
        1.9400000000         0.2645033635         2.8558673735         0.1037202258
        1.9450000000         0.1390576475         2.7906968452         1.3004920619
        1.9500000000         0.0000000000         2.5000000000         1.8323906557
        1.9550000000        -0.1390576475         2.2079014512         0.9680554407
        1.9600000000        -0.2645033635         2.1406650812         0.6356188196
        1.9650000000        -0.3640576475         2.0862609917         0.4361568469
        1.9700000000        -0.4279754323         2.0508187278        -0.2952037196
        1.9750000000        -0.4500000000         2.0385101387        -0.0957417469
        1.9800000000        -0.4279754323         2.0508187278        -0.0292544227
        1.9850000000        -0.3640576475         2.0862609917        -0.0957417469
        1.9900000000        -0.2645033635         2.1406650812        -0.1622290711
        1.9950000000        -0.1390576475         2.2079014512        -2.0903614737
